,trial_id,protocol_or_trial_id,trial_title,therapeutic_area,disease,sponsor,sponsor_type,primary_endpoint,secondary_endpoint,contains_nct,nct_number,drug_id
3366,317910,"CTR20180025, HMO-JS001-III-MM-01, Junshi-013, NCT03430297, TrialTroveID-317910","A Randomized, Controlled, Multi-center, Phase ? Clinical Study to Investigate Recombinant Humanized Anti-PD-1 Monoclonal Antibody Injection Toripalimab (JS001) Versus Dacarbazine as the First Line Therapy for Unresectable or Metastatic Melanoma",Oncology,Oncology: Melanoma,Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co.,"Industry, all other pharma",Progression-free survival,"Common Terminology Criteria for Adverse Events, Duration of overall response, Overall response rate - duration, Overall response rate, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Treatment Emergent Adverse Events",True,NCT03430297,126134
3367,310409,"CTR20171117, HMO-JS001-I-PK-01, Junshi-JS001-012, NCT03301688, TrialTroveID-310409",A Similar Phase I Study on the Pharmacokinetics and Safety of Single-dose and Parallel Comparisons in Patients With Advanced NSCLC Treated With Recombinant Humanized Anti-PD-1 Monoclonal Antibody (JS001) Before and After Process Change,Oncology,"Oncology: Lung, Non-Small Cell",Shanghai Junshi Biosciences Co.,"Industry, all other pharma","Area under the curve score, Safety and Tolerability","Adverse Events, Cardiac Telemetry, Clinical benefit rate, Cmax, Cmin, Duration of overall response, Elimination half-life, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Time to response, Tmax, Vital signs, Volume of distribution",True,NCT03301688,126134
3368,308617,"CTR20170779, HMO-JS001-II-MM-02, TrialTroveID-308617","A Phase II Randomized, Controlled, Multi-center Study of Recombinant Humanized Anti-PD-1 mAb In Combination with Interferon as Adjuvant therapy For Melanoma.",Oncology,Oncology: Melanoma,"Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma",Disease-free survival,"Disease-free survival, Overall survival, Safety and Tolerability, Safety and Tolerability",False,,126134
3369,305452,"CTR20170747, JS001-I, Junshi-JS001-011, NCT03316144, TrialTroveID-305452","A Phase I Study of Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Doses of Recombinant Humanized Anti-PD-1 Monoclonal Antibody for Injection in Patients With Recurrent Malignant Lymphoma",Oncology,"Oncology: Lymphoma, Non-Hodgkin's","Shanghai Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co.","Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Lipid Profile, Maximum tolerated dose, Overall response rate, Response rate, Safety and Tolerability, Safety and Tolerability, Treatment Emergent Adverse Events, Vital signs","Area under the curve score, Cmax, Overall response rate, Response evaluation criteria in solid tumors, Tmax",True,NCT03316144,126134
3370,302956,"Junshi-JS001-010, NCT03178123, TrialTroveID-302956","A Phase II Randomized, Control, Multi-center Study of Recombinant Humanized Anti-PD-1 mAb for Injection Compared to High-Dose Interferon In Patients With Mucosal Melanoma That Has Been Removed by Surgery",Oncology,Oncology: Melanoma,Shanghai Junshi Biosciences Co.,"Industry, all other pharma","Disease-free survival, Overall survival","Common Terminology Criteria for Adverse Events, Metastasis-free survival, Overall survival, Recurrence, Treatment Emergent Adverse Events",True,NCT03178123,126134
3371,302564,"HMO-JS001-Ib-NEC-02, NCT03167853, TrialTroveID-302564",Phase Ib Study of Safety and Efficacy of Recombinant Humanized Anti-PD-1 Monoclonal Antibody for Patients With Advanced Neuroendocrine Tumors Following Failure of First-Line,Oncology,Oncology: Neuroendocrine,"(Other Hospital/Academic/Medical Center), Shanghai Junshi Biosciences Co.","Academic, Industry, all other pharma","Immune-related response evaluation criteria in solid tumors, Overall response rate, Response evaluation criteria in solid tumors","Circulating Tumor Cells, Duration of overall response, Immune Response, Immune-related response evaluation criteria in solid tumors, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors",True,NCT03167853,126134
3372,300249,"CTR20170347, CXSL1400138, HMO-JS001-II-CRP-02, TrialTroveID-300249","A Phase II, Open, Multi-center and Single Arm Study Investigating Safety and Efficacy of JS001 in Patients with Urothelial Carcinoma after Standard Treatment Failure",Oncology,Oncology: Bladder; Oncology: Renal,"Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co., Shanghai Junshi Biosciences Co./TopAlliance Biosciences","Industry, all other pharma, Industry, all other pharma",Safety and Tolerability,"Duration of overall response, Overall response rate - duration, Overall survival, Progression-free survival, Safety and Tolerability",False,,126134
3373,299311,"Junshi-JS001-009, NCT03113266, POLARIS03, POLARIS-03, TrialTroveID-299311","A Phase II, Open, Multi-center and Single Arm Study Investigating Safety and Efficacy of Recombinant Humanized Anti-PD-1 mAb for Injection in Patients With Locally Advanced or Metastatic Bladder Urothelial Carcinoma.",Oncology,Oncology: Bladder,Shanghai Junshi Biosciences Co.,"Industry, all other pharma","Immune-related response evaluation criteria in solid tumors, Overall response rate, Response evaluation criteria in solid tumors","Common Terminology Criteria for Adverse Events, Duration of overall response, Immune-related response evaluation criteria in solid tumors, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors, Treatment Emergent Adverse Events",True,NCT03113266,126134
3374,298018,"CTR20170109, HMO-JS001-Ib-CRP-01, Junshi-JS001-008, NCT03086174, TrialTroveID-298018","A Phase Ib, Open, Mono-center, Dose-escalation, Tolerability and Pharmacokinetic Study of Recombinant Humanized Anti-PD-1 mAb for Injection in Combination With Axitinib in Patients With Advanced Kidney Cancer and Melanoma",Oncology,Oncology: Melanoma; Oncology: Renal; Oncology: Vaginal,"Shanghai Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Safety and Tolerability, Treatment Emergent Adverse Events, Vital signs","Adverse Events, Area under the curve score, Clinical benefit rate, Cmax, Cmin, Common Terminology Criteria for Adverse Events, Duration of overall response, Elimination half-life, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Time to response, Tmax, Volume of distribution",True,NCT03086174,126134
3375,293779,"CTR20160900, HMO-JS001-II-CRP-01, Junshi-JS001-BJZL-II, NCT03013101, TrialTroveID-293779","A Phase II, Open, Multi-center and Single Arm Study Investigating Safety and Efficacy of Recombinant Humanized Anti-PD-1 mAb for Injection in Patients With Locally Advanced or Metastatic Melanoma and Standard Treatment Failure",Oncology,Oncology: Melanoma,"Shanghai Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma, Industry, all other pharma","Immune-related response evaluation criteria in solid tumors, Overall response rate, Response evaluation criteria in solid tumors","Adverse Events, Common Terminology Criteria for Adverse Events, Duration of overall response, Immune-related response evaluation criteria in solid tumors, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability, Treatment Emergent Adverse Events",True,NCT03013101,126134
3376,293475,"CTR20160813, Fudan-P1-201701, HMO-JS001-I-CRP-1.5, NCT03251313, TrialTroveID-293475",Recombinant Humanized PD-1 Monoclonal Antibody (JS001) Combined With Gemcitabine and Cisplatin (GP) as First Line Treatment for Triple Negative Breast Cancer patients-a Phase I Clinical Trial,Oncology,Oncology: Breast,"Fudan University - Shanghai, China, Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Academic, Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Maximum tolerated dose, Safety and Tolerability, Vital signs","Adverse Events, Area under the curve score, Clinical benefit rate, Cmax, Cmin, Disease Progression, Elimination half-life, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Time to response, Tmax, Treatment Emergent Adverse Events",True,NCT03251313,126134
3377,293289,"CTR20160976, HMO-JS001-I-CRP-1.4, TrialTroveID-293289",Radiotherapy Combined with Recombinant Humanized Anti-PD-1 Monoclonal Antibody Injection (JS001) in the Treatment of Advanced Triple-negative Breast Cancer: Prospective Phase I Clinical Study,Oncology,Oncology: Breast,"Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Safety and Tolerability, Vital signs","Clinical benefit rate, Cmax, Complete response, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Time to response, Tmax",False,,126134
3378,287420,"CTR20160740, JS001-Ib-CRP-1.0, NCT02915432, POLARIS-02, TrialTroveID-287420","A Multi-Center, Open Label Phase Ib/II Clinical Study to Evaluate JS001 in Patients With Advanced Gastric Adenocarcinoma, Esophageal Squamous Cell Carcinoma, Nasopharyngeal Carcinoma and Head and Neck Squamous Cell Carcinoma",Oncology,Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck,Shanghai Junshi Biosciences Co.,"Industry, all other pharma","Overall response rate, Response evaluation criteria in solid tumors","Adverse Events, Anti-drug antibodies, Area under the curve score, Clinical benefit rate, Cmax, Cmin, Duration of overall response, Elimination half-life, Immune-related response evaluation criteria in solid tumors, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Progressive disease rate, Safety and Tolerability, Tmax, Volume of distribution",True,NCT02915432,126134
3379,282827,"CTR20160412, HMO-JS001-I-CRP-03, Junshi-JS001-307-I, NCT02838823, TrialTroveID-282827","A Phase I,Open,Mono-center and Dose Escalation Study Investigating Tolerance and Pharmacokinetics of Single and Multiple Doses of Anti-PD-1 Monoclonal Antibody in Patients With Triple-negative Breast Cancer",Oncology,Oncology: Breast,"Shanghai Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Common Terminology Criteria for Adverse Events, Safety and Tolerability, Treatment Emergent Adverse Events, Vital signs","Area under the curve score, Clinical benefit rate, Cmax, Cmin, Duration of overall response, Elimination half-life, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Time to response, Tmax, Volume of distribution",True,NCT02838823,126134
3380,279504,"CTR20160274, JS001-I-CRP-1.3, Junshi-JS001-YKZL-I, NCT02836834, TrialTroveID-279504","A Phase I Study of Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single and Multiple Doses of Recombinant Humanized Anti-PD-1 Monoclonal Antibody for Injection in Patients With Advanced Solid Tumors",Oncology,"Oncology: (N/A); Oncology: Bladder; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Soft Tissue Sarcoma",Shanghai Junshi Biosciences Co.,"Industry, all other pharma","Common Terminology Criteria for Adverse Events, Safety and Tolerability, Safety and Tolerability, Treatment Emergent Adverse Events","Immune-related response evaluation criteria in solid tumors, Overall response rate, Response evaluation criteria in solid tumors, Safety and Tolerability",True,NCT02836834,126134
3381,278534,"CTR20160187, HMO-JS001-I-CRP-01, Junshi-JS001-BJZL-I, NCT02836795, TrialTroveID-278534","A Phase I, Open Label, Single Center and Dose Escalation Study Investigating Tolerance and Pharmacokinetics of Single and Multiple Doses of Recombinant Humanized Anti-PD-1 Monoclonal Antibody for Injection in Patients With Advanced Solid Tumors",Oncology,Oncology: Bladder; Oncology: Melanoma; Oncology: Renal,"Shanghai Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma, Industry, all other pharma","Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability, Treatment Emergent Adverse Events","Area under the curve score, Clinical benefit rate, Cmax, Cmin, Duration of overall response, Elimination half-life, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Time to response, Tmax, Volume of distribution",True,NCT02836795,126134
3382,278402,"CTR20160176, JS001-I-CRP-1.0, JS001-I-CRP-1.4, Junshi-JS001-ZSZL-I, NCT02857166, TrialTroveID-278402","Phase IA Study of the Safety, Tolerability, Pharmacokinetics and Efficacy of Recombinant Humanized Anti-PD-1 Monoclonal Antibody (JS001) in Patients With Advanced Solid Tumors",Oncology,Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Melanoma; Oncology: Pancreas; Oncology: Unspecified Solid Tumor,"Shanghai Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Taizhou Junshi Biosciences Co., Shanghai Junshi Biosciences Co./Suzhou Junmeng Biosciences Co.","Industry, all other pharma, Industry, all other pharma, Industry, all other pharma","Adverse Events, Dose-limiting toxicities, Safety and Tolerability","Anti-drug antibodies, Area under the curve score, Cmax, Cmin, Dose-limiting toxicities, Duration of overall response, Elimination half-life, Occupancy, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Safety and Tolerability, Tmax, Volume of distribution",True,NCT02857166,126134
3383,147396,"GO27817, MFG4991g, NCT01363024, REFMAL 250 IST, TrialTroveID-147396","An Open-Label, Multicenter, Phase I Dose-Escalation Trial Evaluating the Safety and Pharmacokinetics of MFGR1877S in Patients With Advanced Solid Tumors",Oncology,Oncology: (N/A); Oncology: Bladder; Oncology: Cervical; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Prostate,Roche/Genentech,"Industry, Top 20 Pharma","Common Terminology Criteria for Adverse Events, Dose-limiting toxicities","Adverse Events, Common Terminology Criteria for Adverse Events",True,NCT01363024,68731
3384,127164,"2422, 2422.00, GO01331, MFG4809g, NCT01122875, TrialTroveID-127164, UMCC 2010.057","An Open-Label, Multicenter, Phase I Trial of the Safety and Pharmacokinetics of Escalating Doses of MFGR1877S in Patients With Relapsed or Refractory t(4;14)-Positive Multiple Myeloma",Oncology,Oncology: Multiple Myeloma,Roche/Genentech,"Industry, Top 20 Pharma","Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability, Safety and Tolerability","Adverse Events, Duration of overall response, Overall response rate, Progression-free survival, Safety and Tolerability, Volume of distribution",True,NCT01122875,68731
3385,359145,TrialTroveID-359145,A Phase I Study of Varlitinib (VAR; ASLAN001) An Oral Pan-HER Tyrosine Kinase Inhibitor (TKI) Combined with mFOLFIRI Chemotherapy in Advanced Solid Tumours,Oncology,Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Liver; Oncology: Ovarian; Oncology: Pancreas,"(Other Hospital/Academic/Medical Center), National Medical Research Council of Singapore, Aslan Pharmaceuticals","Academic, Government, Industry, all other pharma","Maximum tolerated dose, Safety and Tolerability",,False,,30661
3386,347447,"4-2018-1011, KCT0003583, KM-13, TrialTroveID-347447",A Phase Ib/II Umbrella Study to Evaluate the Safety and Efficacy of Varlitinib in Combination with Weekly Paclitaxel in HER1/HER2 Co-Expressing Advanced or Metastatic Gastric Cancer,Oncology,Oncology: Gastric,(Other Hospital/Academic/Medical Center),Academic,"Dose-limiting toxicities, Maximum tolerated dose, Progression-free survival, Response evaluation criteria in solid tumors",Adverse Events,False,,30661
3387,314376,"ASLAN001-018, NCT03368846, TrialTroveID-314376","An Open Label, Single-dose, Single-period Study Designed to Assess the Mass Balance Recovery, Metabolite Profile and Metabolite Identification of [14C]-Varlitinib in Healthy Male Subjects",Oncology,Oncology: Unspecified Cancer,Aslan Pharmaceuticals,"Industry, all other pharma",,"Adverse Events, Area under the curve score, Cmax, Elimination half-life, Plasma concentration, Safety and Tolerability, Safety and Tolerability",True,NCT03368846,30661
3388,312761,"ASLAN001-013, TrialTroveID-312761","A Phase II, single arm, multicenter study of varlitinib in combination with 5-FU, oxaliplatin and leucovorin (mFOLFOX6) or 5-FU, irinotecan and leucovorin (mFOLFIRI) in subjects with HER2-positive advanced or metastatic colorectal cancer",Oncology,Oncology: Colorectal,Aslan Pharmaceuticals,"Industry, all other pharma",,,False,,30661
3389,306077,"ABC-02, ASLAN001-008, CTR20171140, NCT03231176, TrialTroveID-306077","A Phase IIA, Single Arm, Multicentre, Study of Varlitinib Plus Capecitabine in Chinese Patients With Advanced or Metastatic Biliary Tract Cancer Who Progressed on at Least 1 Line of Systemic Therapy",Oncology,Oncology: Liver,"Charles River Laboratories {Inveresk Research Group}, Aslan Pharmaceuticals","Industry, all other pharma, Industry, all other pharma","Complete response, Overall response rate, Partial response, Progression-free survival, Response evaluation criteria in solid tumors","Adverse Events, Clinical benefit rate, Common Terminology Criteria for Adverse Events, Disease Progression, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Stable Disease",True,NCT03231176,30661
3390,300224,"ASLAN001-016, NCT03129074, TrialTroveID-300224","A Phase II, Single Arm Study of Varlitinib Plus Capecitabine in Patients With Advanced or Metastatic Biliary Tract Cancer as First-line Systemic Therapy",Oncology,Oncology: Liver,Aslan Pharmaceuticals,"Industry, all other pharma","Disease Progression, Overall response rate","Adverse Events, Cardiac Telemetry, Clinical benefit rate, Common Terminology Criteria for Adverse Events, Complete response, Disease Progression, Duration of overall response, Overall response rate, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Vital signs",True,NCT03129074,30661
3391,299767,"2016/01227, HC01/12/16, NCT03499626, TrialTroveID-299767",Phase Ib Open Label Dose Assessment Study of ASLAN001 (Varlitinib) in Patients With Advanced/ Metastatic Hepatocellular Carcinoma (HCC) With an Expansion Cohort in HCC Patients Expressing HER3 Who Have Progressed on First Line Sorafenib or Lenvatinib,Oncology,Oncology: Liver,"(Other Hospital/Academic/Medical Center), Aslan Pharmaceuticals","Academic, Industry, all other pharma","Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability","Clinical benefit rate, Complete response, Disease Progression, Duration of overall response, Overall response rate, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors",True,NCT03499626,30661
3392,298326,"2017-0481, ASLAN001-009, CT983, CTR20191749, EudraCT Number: 2017-000114-30, JapicCTI-183951, NCI-2017-01586, NCT03093870, TreeTopp, TrialTroveID-298326","A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study of Varlitinib Plus Capecitabine Versus Placebo Plus Capecitabine in Patients With Advanced or Metastatic Biliary Tract Cancer as Second Line Systemic Therapy, , TREatmEnT OPPortunity (TreeTopp)",Oncology,Oncology: Liver,"Ion Channel Innovations, Aslan Pharmaceuticals","Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Common Terminology Criteria for Adverse Events, Complete response, Disease Progression, Overall response rate, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Vital signs","Adverse Events, Area under the curve score, Cardiac Telemetry, Clinical benefit rate, Cmax, Common Terminology Criteria for Adverse Events, Complete response, Duration of overall response, Elimination half-life, Overall response rate, Overall survival, Partial response, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Stable Disease, Tmax, Vital signs, Volume of distribution",True,NCT03093870,30661
3393,295830,"ASLAN001-010, JapicCTI-173497, NCT03082053, TrialTroveID-295830",A Phase IB Study of Varlitinib in Japanese Subjects With Advanced or Metastatic Solid Tumours,Oncology,Oncology: Liver; Oncology: Unspecified Solid Tumor,Aslan Pharmaceuticals,"Industry, all other pharma",Dose-limiting toxicities,"Area under the curve score, Cmax, Cmin, Elimination half-life, Plasma concentration",True,NCT03082053,30661
3394,286878,"ASLAN001/006, TrialTroveID-286878","A Phase II Single Arm Trial To Assess The Efficacy Of ASLAN001 Plus Capecitabine In Previously Irradiated, Progressing Central Nervous System (CNS) Metastases For HER2 Positive Breast Cancer Patients",Oncology,Oncology: Breast; Oncology: Metastatic Cancer,(Other Hospital/Academic/Medical Center),Academic,Overall response rate,"Clinical benefit rate, Complete response, Overall survival, Partial response, Progression-free survival, Stable Disease",False,,30661
3395,286877,"ASLAN001-007, NCT02992340, Study 007, TrialTroveID-286877","A Multicentre, Phase Ib/II Study Of Varlitinib In Combination With Gemcitabine And Cisplatin For Treatment Naive Advanced Or Metastatic Biliary Tract Cancer",Oncology,Oncology: Liver,Aslan Pharmaceuticals,"Industry, all other pharma","Adverse Events, Cardiac Telemetry, Disease Progression, Dose-limiting toxicities, Maximum tolerated dose, Overall response rate, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Vital signs","Adverse Events, Area under the curve score, Cardiac Telemetry, Clinical benefit rate, Cmax, Common Terminology Criteria for Adverse Events, Disease Progression, Duration of overall response, Elimination half-life, Mean residence time, Overall response rate, Overall survival, Plasma concentration, Safety and Tolerability, Stable Disease, Tmax, Vital signs, Volume of distribution",True,NCT02992340,30661
3396,264591,"ASLAN001-005, NCT02609958, TrialTroveID-264591","A Phase IIA, Single Arm, Multicentre, Study of ASLAN001 in Patients With Advanced or Metastatic Cholangiocarcinoma Who Progressed on at Least 1 Line of Systemic Therapy",Oncology,Oncology: Liver,"Pfizer {Array BioPharma}, Aslan Pharmaceuticals, Hyundai Pharm","Industry, Top 20 Pharma, Industry, all other pharma, Industry, all other pharma","Disease Progression, Overall response rate, Response evaluation criteria in solid tumors","Adverse Events, Cardiac Telemetry, Clinical benefit rate, Disease Progression, Duration of overall response, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Stable Disease, Vital signs",True,NCT02609958,30661
3397,254374,"ASLAN001-002SG, NCT02435927, Study 002SG, TrialTroveID-254374",Phase I Study to Evaluate the Safety and Tolerability of ASLAN001 in Combination with Oxaliplatin and Capecitabine or Oxaliplatin and 5-FU with Leucovorin,Oncology,Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Liver; Oncology: Pancreas; Oncology: Unspecified Solid Tumor,"(Other Academic Cancer Center), National Medical Research Council of Singapore, Aslan Pharmaceuticals","Academic, Government, Industry, all other pharma",Maximum tolerated dose,"Area under the curve score, Cmax, Cmin, Overall response rate, Plasma concentration",True,NCT02435927,30661
3398,254309,"2014/01282, ASLAN001-004, NCT02396108, TrialTroveID-254309","Phase Ib Dose-confirmation Study of ASLAN001 Combined With Weekly Paclitaxel and Carboplatin in Advanced Solid Tumours, Followed by an Open-label Phase II Study in Patients With Stage I-III HER2 Positive Breast Cancer",Oncology,"Oncology: Breast; Oncology: Cervical; Oncology: Lung, Non-Small Cell; Oncology: Unspecified Solid Tumor",(Other Hospital/Academic/Medical Center),Academic,"Complete response, Resection rate","Adverse Events, Complete response, Disease Progression, Disease-free survival, Neutropenia, Overall response rate, Response evaluation criteria in solid tumors, Response rate",True,NCT02396108,30661
3399,250457,"2015-CT0298, ASLAN001-003, NCT02338245, PHRR150911-001084, TrialTroveID-250457",Randomized Phase IIA/IIB Study to Compare the Efficacy and Safety of ASLAN001 + Capecitabine to Lapatinib + Capecitabine in Patients With HER 2-Positive MBC That Has Failed on Prior Trastuzumab Therapy,Oncology,Oncology: Breast,"Pfizer {Array BioPharma}, Aslan Pharmaceuticals, Hyundai Pharm","Industry, Top 20 Pharma, Industry, all other pharma, Industry, all other pharma",Progression-free survival,"Adverse Events, Cardiac Telemetry, Duration of overall response, Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability, Serious Adverse Events, Vital signs",True,NCT02338245,30661
3400,216415,"ASLAN001-012, ASLAN001-012 35126, ASLAN001-12, EudraCT Number: 2017-001833-15, NCT03130790, NMRR-17-658-35126, TrialTroveID-216415","A Two-Part Phase II/III  Multicentre, Double-Blind, Randomized, Placebo Controlled Study of Varlitinib Plus mFOLFOX6 Verses Placebo Plus mFOLFOX6 In Subjects With HER1/ HER2 Co Expressing Advanced or Metastatic Gastric Cancer Without Prior Exposure to Systemic Therapy",Oncology,Oncology: Esophageal; Oncology: Gastric,Aslan Pharmaceuticals,"Industry, all other pharma","Overall survival, Response evaluation criteria in solid tumors","Adverse Events, Area under the curve score, Cardiac Telemetry, Clinical benefit rate, Cmax, Common Terminology Criteria for Adverse Events, Complete response, Diastolic blood pressure, Disease Progression, Duration of overall response, EORTC Quality of Life Questionnaire, Overall response rate, Overall survival, Partial response, Plasma concentration, Progression-free survival, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Time to response, Tmax, Vital signs",True,NCT03130790,30661
3401,187288,"Aslan001-002, NCT02648425, Study 002, TrialTroveID-187288",Phase I Study to Evaluate the Safety and Tolerability of ASLAN001 in Combination With Cisplatin and 5-Fluorouracil or Cisplatin and Capecitabine,Oncology,Oncology: Breast; Oncology: Gastric; Oncology: Liver; Oncology: Prostate,Aslan Pharmaceuticals,"Industry, all other pharma","Adverse Events, Maximum tolerated dose, Safety and Tolerability, Safety and Tolerability","Area under the curve score, Cmax, Cmin, Overall response rate, Plasma concentration, Tmax",True,NCT02648425,30661
3402,151979,"ASLAN001-001, KCT0000348, NCT01614522, TrialTroveID-151979","Phase II Open Label Study to Evaluate the Biological Activity of ASLAN001 (ARRY 334543) in Patients With Recurrent/Metastatic Gastric, Gastro-oesophageal Junction, and Oesophageal Carcinoma Whose Tumours Are Epidermal Growth Factor Receptor-2 (HER 2) Amplified or Co-expressing Epidermal Growth Factor Receptor-1 (HER-1) and HER-2",Oncology,Oncology: Esophageal; Oncology: Gastric,"Pfizer {Array BioPharma}, Aslan Pharmaceuticals","Industry, Top 20 Pharma, Industry, all other pharma",,Overall response rate,True,NCT01614522,30661
3403,103964,"09-164, ARRAY-543-206, NCT00862524, REFMAL 160, TrialTroveID-103964",A Phase ll Study of ARRY-334543 and Gemcitabine as First Line Therapy in Patients with Pancreatic Cancer Following A Phase 1 Lead-In to Assess the Safety in Patients with Advanced Cancer.,Oncology,Oncology: Pancreas; Oncology: Unspecified Solid Tumor,Pfizer {Array BioPharma},"Industry, Top 20 Pharma","Maximum tolerated dose, Safety and Tolerability",Safety and Tolerability,True,NCT00862524,30661
3404,97054,"ARRAY-543-104, COMIRB 08-1209, NCT00833326, REFMAL 150, TrialTroveID-097054",A Phase Ib Study to Assess the Safety and Pharmacokinetics of ARRY-334543 with Docetaxel in Patients with Advanced Solid Tumors.,Oncology,Oncology: Unspecified Solid Tumor,Pfizer {Array BioPharma},"Industry, Top 20 Pharma","Adverse Events, Maximum tolerated dose, Safety and Tolerability",,True,NCT00833326,30661
